epoch,accuracy,loss,val_accuracy,val_loss
0,0.7117739319801331,0.988023042678833,0.6413163542747498,1.7536871433258057
1,0.8596842288970947,0.44149672985076904,0.7846607565879822,0.845860481262207
2,0.8892801403999329,0.34538859128952026,0.6703540086746216,1.5102317333221436
3,0.9074611067771912,0.2902114987373352,0.5048856735229492,3.287019729614258
4,0.9182776212692261,0.25376150012016296,0.6029682755470276,2.1010708808898926
5,0.9238470196723938,0.2350234091281891,0.7991334795951843,0.7312187552452087
6,0.9304059743881226,0.2132556140422821,0.838587760925293,0.5989764928817749
7,0.9383687973022461,0.19051851332187653,0.8377581238746643,0.6224087476730347
8,0.940278947353363,0.1829320341348648,0.8037426471710205,0.7511494159698486
9,0.9453650116920471,0.16771087050437927,0.8766592741012573,0.4709632396697998
10,0.9501979351043701,0.15418504178524017,0.8575774431228638,0.5586034059524536
11,0.9545705318450928,0.14168596267700195,0.880162239074707,0.4283554255962372
12,0.9544785022735596,0.1395408660173416,0.8327802419662476,0.7250040769577026
13,0.9559513926506042,0.13596034049987793,0.8824667930603027,0.445078581571579
14,0.9585519433021545,0.12460818141698837,0.8677175641059875,0.6216840147972107
15,0.9610374569892883,0.1220613643527031,0.875,0.5296826362609863
16,0.9622802138328552,0.11412972956895828,0.8936209678649902,0.4171024560928345
17,0.9632468223571777,0.1115165650844574,0.8557337522506714,0.576054036617279
18,0.9616818428039551,0.11880642920732498,0.818676233291626,0.9027491211891174
19,0.9671591520309448,0.1007750853896141,0.5627765655517578,2.6236252784729004
20,0.9652720093727112,0.10455606877803802,0.8613569140434265,0.6776336431503296
21,0.9695526361465454,0.09592606127262115,0.7918510437011719,1.1142966747283936
22,0.9831308126449585,0.05109153687953949,0.9384218454360962,0.252876877784729
23,0.9843505620956421,0.04724332317709923,0.9472714066505432,0.216586172580719
24,0.9862377047538757,0.04135879501700401,0.9344579577445984,0.25210145115852356
25,0.9865368604660034,0.038764726370573044,0.9407263994216919,0.24064116179943085
26,0.9877105951309204,0.0376301035284996,0.9304019212722778,0.2826076149940491
27,0.987664520740509,0.03556274250149727,0.9388827681541443,0.24715833365917206
28,0.9883549809455872,0.03501519933342934,0.9418326020240784,0.210283562541008
29,0.9889302849769592,0.03273424133658409,0.9259771108627319,0.3318355083465576
30,0.9892064929008484,0.032668888568878174,0.9610066413879395,0.1470283418893814
31,0.9894596338272095,0.031113900244235992,0.9209070801734924,0.3363463580608368
32,0.9893445372581482,0.03104623779654503,0.9540929198265076,0.17334453761577606
33,0.9907023906707764,0.029869701713323593,0.9420169591903687,0.2359999418258667
34,0.9897357821464539,0.02899765409529209,0.9310472011566162,0.3032984435558319
35,0.9906563758850098,0.02636812813580036,0.9327064752578735,0.25925156474113464
36,0.9920831918716431,0.024672918021678925,0.9553834795951843,0.18906579911708832
37,0.9932109117507935,0.020599419251084328,0.9578723907470703,0.17236578464508057
38,0.9926815629005432,0.022503800690174103,0.9470870494842529,0.24269981682300568
39,0.99332594871521,0.020953696221113205,0.9531710743904114,0.212649405002594
40,0.9935791492462158,0.02013937570154667,0.9656158089637756,0.1379336565732956
41,0.9931648969650269,0.02118135616183281,0.958886444568634,0.1687733680009842
42,0.9933029413223267,0.020229244604706764,0.9490228891372681,0.241254985332489
43,0.9936021566390991,0.01935829408466816,0.9597160816192627,0.16934025287628174
44,0.9931418299674988,0.019883576780557632,0.9600847959518433,0.16191649436950684
45,0.9931648969650269,0.019940178841352463,0.9573193192481995,0.18757782876491547
46,0.9937862753868103,0.01924266666173935,0.9582411646842957,0.18294253945350647
47,0.9940164089202881,0.018448976799845695,0.9584255218505859,0.18350622057914734
48,0.9939243197441101,0.017699234187602997,0.9592551589012146,0.17540596425533295
49,0.9940624237060547,0.017887363210320473,0.9568583965301514,0.1890821009874344
